Protein1,Protein2,Level
KCNQ1,PRKACG,Level_02
KCNQ1,KCNQ2,Level_02
KCNQ1,CALML6,Level_02
KCNQ1,CDKN1C,Level_02
KCNQ1,ADCY9,Level_02
KCNQ1,KCNE1B,Level_02
KCNQ1,KCNJ14,Level_02
KCNQ1,CALML5,Level_02
PSMC4,PSMB9,Level_02
PSMC4,PSMB8,Level_02
PSMC4,PSMA3,Level_02
PSMC4,DESI1,Level_02
PSMC4,UBC,Level_02
PSMC4,RPS27A,Level_02
PSMC4,PSMA8,Level_02
PSMC4,PAAF1,Level_02
PSMC4,PSMB7,Level_02
PSMC4,PSMB6,Level_02
PSMC4,PSMD9,Level_02
PSMC4,UBA52,Level_02
PSMC4,PSMA7,Level_02
PSMC4,UBLCP1,Level_02
PSMC4,UBB,Level_02
PSMC4,PSMB10,Level_02
DERL2,AMFR,Level_02
DERL2,VCP,Level_02
DERL2,SYVN1,Level_02
DERL2,EDEM1,Level_02
DERL2,DERL3,Level_02
DERL2,AUP1,Level_02
DERL2,ERLEC1,Level_02
DERL2,UFD1,Level_02
DERL2,NPLOC4,Level_02
DERL2,UBE2J1,Level_02
DERL2,FAF2,Level_02
DERL2,DERL1,Level_02
DERL2,SELENOS,Level_02
DERL2,HSPA5,Level_02
KDM4B,ESR1,Level_02
KDM4B,JMJD1C,Level_02
ACTL6B,BCL7A,Level_02
ACTL6B,PBRM1,Level_02
ACTL6B,PHF10,Level_02
ACTL6B,MEAF6,Level_02
ACTL6B,EP400,Level_02
ACTL6B,ARID2,Level_02
ACTL6B,SMARCB1,Level_02
ACTL6B,BCL7C,Level_02
ACTL6B,BRD7,Level_02
ACTL6B,SMARCC2,Level_02
ACTL6B,SMARCA2,Level_02
ACTL6B,SS18,Level_02
ACTL6B,BRD9,Level_02
ACTL6B,DMAP1,Level_02
ACTL6B,SMARCE1,Level_02
ACTL6B,RUVBL2,Level_02
ACTL6B,TRRAP,Level_02
ACTL6B,BANF1,Level_02
ACTL6B,SMARCC1,Level_02
ACTL6B,ARID1B,Level_02
ACTL6B,SMARCD2,Level_02
ACTL6B,ACTB,Level_02
ACTL6B,DPF2,Level_02
ACTL6B,ACTL6A,Level_02
ACTL6B,ARID1A,Level_02
ACTL6B,SS18L1,Level_02
ACTL6B,SMARCD1,Level_02
ACTL6B,SMARCD3,Level_02
ACTL6B,SMARCA4,Level_02
TNFRSF1A,TRAF1,Level_02
TNFRSF1A,CASP8,Level_02
TNFRSF1A,SRC,Level_02
TNFRSF1A,IL6R,Level_02
TNFRSF1A,RIPK3,Level_02
TNFRSF1A,IL6,Level_02
TNFRSF1A,TNIP1,Level_02
TNFRSF1A,HTRA2,Level_02
TNFRSF1A,RFK,Level_02
TNFRSF1A,TRAF6,Level_02
TNFRSF1A,DAXX,Level_02
TNFRSF1A,IL1B,Level_02
TNFRSF1A,SPATA2,Level_02
TNFRSF1A,TRAF3,Level_02
TNFRSF1A,IL1A,Level_02
TNFRSF1A,TAB2,Level_02
TNFRSF1A,FASLG,Level_02
TNFRSF1A,CD40,Level_02
TNFRSF1A,TANK,Level_02
TNFRSF1A,SHARPIN,Level_02
TNFRSF1A,RBCK1,Level_02
TNFRSF1A,BAG4,Level_02
TNFRSF1A,TLR4,Level_02
TNFRSF1A,TBK1,Level_02
TNFRSF1A,TNFAIP3,Level_02
TNFRSF1A,NSMAF,Level_02
TNFRSF1A,TNFSF10,Level_02
TNFRSF1A,TNIP2,Level_02
TNFRSF1A,IKBKE,Level_02
TNFRSF1A,IL10,Level_02
TNFRSF1A,IL1R1,Level_02
TNFRSF1A,TNFRSF10A,Level_02
TNFRSF1A,IFNG,Level_02
TNFRSF1A,RNF31,Level_02
TNFRSF1A,NOX1,Level_02
PPP2R5B,PPP2R1B,Level_02
PPP2R5B,PPP2R2A,Level_02
PPP2R5B,PPP2CB,Level_02
PPP2R5B,SGO1,Level_02
PYGM,PYGL,Level_02
PYGM,AMY2B,Level_02
PYGM,AMY1B,Level_02
PYGM,GYS2,Level_02
PYGM,RIPK3,Level_02
PYGM,PGM1,Level_02
PYGM,AGL,Level_02
PYGM,GBE1,Level_02
PYGM,UGP2,Level_02
PYGM,PYGB,Level_02
PYGM,AMY2A,Level_02
PYGM,MGAM2,Level_02
PYGM,GYG1,Level_02
PYGM,PGM2L1,Level_02
PYGM,MGAM,Level_02
PYGM,PGM2,Level_02
BCL3,RELA,Level_02
BCL3,CYLD,Level_02
BCL3,RELB,Level_02
BCL3,REL,Level_02
BCL3,PIR,Level_02
PRLH,NPFF,Level_02
EPHA8,EFNA2,Level_02
EPHA8,EFNA1,Level_02
EPHA8,EFNA3,Level_02
EPHA8,EFNA4,Level_02
EPHA8,EFNA5,Level_02
EPHA8,NGEF,Level_02
EPHA8,ABL1,Level_02
KRT20,CDX2,Level_02
HSD17B10,HADHA,Level_02
HSD17B10,HADHB,Level_02
HSD17B10,POP4,Level_02
HSD17B10,POP7,Level_02
HSD17B10,ACAA2,Level_02
HSD17B10,HUWE1,Level_02
HSD17B10,POP5,Level_02
HSD17B10,ACAA1,Level_02
HSD17B10,ECHS1,Level_02
HSD17B10,FSIP1,Level_02
HSD17B10,EHHADH,Level_02
FGF4,CD44,Level_02
FGF4,KL,Level_02
FGF4,FGFR4,Level_02
FGF4,HSPG2,Level_02
FGF4,FGFBP1,Level_02
FGF4,EGF,Level_02
FGF4,FGFR3,Level_02
FGF4,KDR,Level_02
FGF4,SHH,Level_02
FGF4,KLB,Level_02
FGF4,EGFR,Level_02
FGF4,DCN,Level_02
TIMM21,TIMM10,Level_02
TIMM21,TIMM44,Level_02
TIMM21,TOMM22,Level_02
TIMM21,TIMM23,Level_02
TIMM21,TIMM17A,Level_02
TIMM21,DNAJC19,Level_02
TIMM21,ROMO1,Level_02
TIMM21,TIMM23B,Level_02
TIMM21,TIMM17B,Level_02
TIMM21,PAM16,Level_02
NGFR,CDC42,Level_02
NGFR,ARHGDIB,Level_02
NGFR,OMG,Level_02
NGFR,NTRK3,Level_02
NGFR,NTRK2,Level_02
NGFR,BEX3,Level_02
NGFR,SORCS2,Level_02
NGFR,IRAK1,Level_02
NGFR,RTN4,Level_02
NGFR,FADD,Level_02
NGFR,APP,Level_02
NGFR,NDN,Level_02
NGFR,RIPK2,Level_02
NGFR,RHOA,Level_02
NGFR,MAGED1,Level_02
NGFR,ARHGDIA,Level_02
NGFR,TRAF6,Level_02
NGFR,TRADD,Level_02
NGFR,ARHGDIG,Level_02
NGFR,RTN4R,Level_02
NTN1,UNC5D,Level_02
NTN1,RGMB,Level_02
NTN1,DRAXIN,Level_02
DRD4,COMT,Level_02
DRD4,SLC6A4,Level_02
DRD4,DRD3,Level_02
DRD4,SLC6A3,Level_02
SCT,ADCYAP1,Level_02
SCT,GIP,Level_02
SCT,GHRH,Level_02
SCT,GNAS,Level_02
SCT,GAST,Level_02
SCT,GCG,Level_02
SCT,VIP,Level_02
TBX21,IFNG,Level_02
TBX21,BCL6,Level_02
TBX21,CD8A,Level_02
TBX21,RUNX3,Level_02
TBX21,KDM6B,Level_02
TBX21,GZMB,Level_02
TBX21,CD4,Level_02
TBX21,IL17A,Level_02
TBX21,RUNX1,Level_02
TBX21,GATA3,Level_02
TBX21,FOXP3,Level_02
TIGAR,PFKL,Level_02
TIGAR,FBP2,Level_02
TIGAR,TP53,Level_02
TIGAR,HK2,Level_02
TIGAR,FBP1,Level_02
TIGAR,PFKP,Level_02
TIGAR,PFKFB3,Level_02
TIGAR,PFKM,Level_02
TIGAR,PFKFB2,Level_02
TIGAR,PFKFB4,Level_02
TIGAR,PFKFB1,Level_02
FGF20,EGFR,Level_02
FGF20,FGFR2,Level_02
FGF20,DCN,Level_02
FGF20,HSPG2,Level_02
FGF20,FGFR4,Level_02
FGF20,KL,Level_02
FGF20,KDR,Level_02
FGF20,FGFR3,Level_02
FGF20,EGF,Level_02
FGF20,FGFBP1,Level_02
MTMR7,MTMR9,Level_02
MTMR7,CDIPT,Level_02
MTMR7,FIG4,Level_02
MTMR7,PIKFYVE,Level_02
CPB2,PLAT,Level_02
CPB2,CPB1,Level_02
CPB2,PLG,Level_02
CPB2,THBD,Level_02
CPB2,F2,Level_02
NDUFB4,NDUFA4,Level_02
NDUFB4,MT-ND3,Level_02
NDUFB4,UQCRQ,Level_02
NDUFB4,COX7B,Level_02
NDUFB4,MT-ND6,Level_02
NDUFB4,ATP5ME,Level_02
NDUFB4,COX5A,Level_02
NDUFB4,NDUFAF1,Level_02
NDUFB4,NDUFC2-KCTD14,Level_02
NDUFB4,COX6A2,Level_02
NDUFB4,UQCRB,Level_02
NDUFB4,PALB2,Level_02
NDUFB4,UQCRC1,Level_02
NDUFB4,UQCRFS1,Level_02
NDUFB4,MT-ND2,Level_02
NDUFB4,MT-ND1,Level_02
NDUFB4,MT-ND4L,Level_02
NDUFB4,COX5B,Level_02
NDUFB4,UQCRC2,Level_02
NDUFB4,CYC1,Level_02
NDUFB4,COX4I1,Level_02
NDUFB4,COX6C,Level_02
NDUFB4,COX7A1,Level_02
NDUFB4,COX7C,Level_02
NDUFB4,TIMMDC1,Level_02
NDUFB4,COX6B1,Level_02
NDUFB4,UQCR10,Level_02
NDUFB4,UQCR11,Level_02
NDUFB4,UQCRH,Level_02
HEATR6,NCOA3,Level_02
ERLEC1,AMFR,Level_02
ERLEC1,FAM8A1,Level_02
ERLEC1,SYVN1,Level_02
ERLEC1,DERL3,Level_02
ERLEC1,DERL2,Level_02
ERLEC1,KREMEN2,Level_02
ERLEC1,SEL1L,Level_02
ERLEC1,CANX,Level_02
ERLEC1,DERL1,Level_02
ERLEC1,UBE2J1,Level_02
ERLEC1,HSP90B1,Level_02
ERLEC1,OS9,Level_02
EIF2AK1,EIF2S1,Level_02
NME8,DNAH5,Level_02
NME8,RSPH4A,Level_02
NME8,DNAH11,Level_02
NME8,CCDC114,Level_02
NME8,DNAI2,Level_02
NME8,RSPH9,Level_02
NME8,DNAI1,Level_02
ITGB4,LAMB3,Level_02
ITGB4,ERBB2,Level_02
ITGB4,LAMA4,Level_02
ITGB4,ITGA2,Level_02
ITGB4,ACTG1,Level_02
ITGB4,CD151,Level_02
ITGB4,LAMC2,Level_02
ITGB4,ITGAV,Level_02
ITGB4,DST,Level_02
ITGB4,PTK2,Level_02
ITGB4,SRC,Level_02
ITGB4,ITGA1,Level_02
ITGB4,LAMA3,Level_02
ITGB4,ITGA3,Level_02
ITGB4,ACTB,Level_02
ITGB4,COL17A1,Level_02
ITGB4,ITGA5,Level_02
PPP1R15A,DDIT3,Level_02
PPP1R15A,PPP1CA,Level_02
PPP1R15A,MT-ND4,Level_02
PPP1R15A,PPP1CB,Level_02
PPP1R15A,MT-CO1,Level_02
PPP1R15A,ATF4,Level_02
PPP1R15A,NDUFS8,Level_02
PPP1R15A,MT-CO3,Level_02
PPP1R15A,UQCRFS1,Level_02
PPP1R15A,MT-ND1,Level_02
PPP1R15A,CYC1,Level_02
PPP1R15A,PPP1CC,Level_02
PPP1R15A,MT-CO2,Level_02
PPP1R15A,SMAD7,Level_02
CETP,APOC3,Level_02
CETP,APOB,Level_02
CETP,LCAT,Level_02
CETP,APOE,Level_02
CETP,APOC1,Level_02
CETP,LPA,Level_02
CETP,LPL,Level_02
CETP,APOC2,Level_02
CETP,APOA5,Level_02
CETP,APOA2,Level_02
CETP,APOA1,Level_02
CETP,APOA4,Level_02
CETP,LIPC,Level_02
CETP,PON1,Level_02
CETP,APOF,Level_02
TFAP2C,ESR1,Level_02
TFAP2C,MYC,Level_02
TFAP2C,KCTD1,Level_02
TFAP2C,CITED2,Level_02
TFAP2C,TFAP2A,Level_02
TFAP2C,WWOX,Level_02
SULT2B1,HSD3B2,Level_02
SULT2B1,ENSP00000480571,Level_02
SULT2B1,CYP17A1,Level_02
SULT2B1,CYP7A1,Level_02
SULT2B1,CYP21A2,Level_02
SULT2B1,HSD3B1,Level_02
SULT2B1,CYP11A1,Level_02
SULT2B1,CYP3A4,Level_02
SULT2B1,CYP3A5,Level_02
SULT2B1,CYP1A1,Level_02
SULT2B1,CYP3A7,Level_02
SULT2B1,CYP2E1,Level_02
SULT2B1,CYP1A2,Level_02
SULT2B1,STS,Level_02
SULT2B1,AKR1C3,Level_02
SULT2B1,CYP7B1,Level_02
SIRT4,GLUD1,Level_02
SIRT4,NAMPT,Level_02
SIRT4,CD38,Level_02
SIRT4,NMNAT1,Level_02
SIRT4,BST1,Level_02
SIRT4,NNMT,Level_02
SIRT4,NMNAT2,Level_02
SIRT4,NADSYN1,Level_02
SIRT4,NNT,Level_02
UQCRC1,NDUFS7,Level_02
UQCRC1,COX7A1,Level_02
UQCRC1,NDUFB4,Level_02
UQCRC1,C1orf198,Level_02
UQCRC1,COX7C,Level_02
UQCRC1,NDUFB6,Level_02
UQCRC1,NDUFA10,Level_02
UQCRC1,NDUFS8,Level_02
UQCRC1,COX6B1,Level_02
UQCRC1,ENSP00000497305,Level_02
UQCRC1,NDUFA8,Level_02
UQCRC1,MT-CO3,Level_02
UQCRC1,NDUFA2,Level_02
UQCRC1,COX7A2L,Level_02
UQCRC1,NDUFB10,Level_02
UQCRC1,NDUFV3,Level_02
UQCRC1,MT-ND2,Level_02
UQCRC1,MT-ND1,Level_02
UQCRC1,NDUFS3,Level_02
UQCRC1,MT-ND4L,Level_02
UQCRC1,ATP5F1A,Level_02
UQCRC1,NDUFA3,Level_02
UQCRC1,NDUFB9,Level_02
UQCRC1,NDUFA1,Level_02
UQCRC1,NDUFB7,Level_02
UQCRC1,NDUFA11,Level_02
UQCRC1,COX6A1,Level_02
UQCRC1,COX4I2,Level_02
UQCRC1,COX4I1,Level_02
UQCRC1,NDUFS4,Level_02
UQCRC1,COX6C,Level_02
UQCRC1,MT-CO2,Level_02
UQCRC1,NDUFA7,Level_02
UQCRC1,MDH2,Level_02
UQCRC1,MT-ND5,Level_02
UQCRC1,NDUFA9,Level_02
UQCRC1,NDUFA5,Level_02
UQCRC1,ATP5F1D,Level_02
UQCRC1,TUFM,Level_02
UQCRC1,NDUFB8,Level_02
UQCRC1,COX6A2,Level_02
UQCRC1,PMPCA,Level_02
UQCRC1,CYCS,Level_02
UQCRC1,NDUFB11,Level_02
UQCRC1,NDUFA6,Level_02
UQCRC1,SDHA,Level_02
UQCRC1,NDUFS6,Level_02
UQCRC1,SDHB,Level_02
UQCRC1,ATP5F1C,Level_02
UQCRC1,HTT,Level_02
UQCRC1,UQCRHL,Level_02
UQCRC1,MT-ND4,Level_02
UQCRC1,MT-ND3,Level_02
UQCRC1,NDUFB5,Level_02
UQCRC1,NDUFA13,Level_02
UQCRC1,NDUFC2,Level_02
UQCRC1,MT-CO1,Level_02
UQCRC1,ATP5F1B,Level_02
UQCRC1,COX7B,Level_02
UQCRC1,NDUFB3,Level_02
UQCRC1,NDUFAB1,Level_02
UQCRC1,NDUFS1,Level_02
UQCRC1,NDUFV2,Level_02
LAG3,PDCD1,Level_02
LAG3,LGALS9C,Level_02
LAG3,CD86,Level_02
LAG3,CTLA4,Level_02
LAG3,CLEC4G,Level_02
LAG3,FGL1,Level_02
LAG3,LGALS9,Level_02
LAG3,CD274,Level_02
LAG3,CD80,Level_02
LAG3,CD8A,Level_02
LAG3,GZMB,Level_02
LAG3,LGALS9B,Level_02
LAG3,HAVCR2,Level_02
LAG3,LGALS3,Level_02
LAG3,TIGIT,Level_02
EFNB1,NCK2,Level_02
EFNB1,EFNB3,Level_02
EFNB1,EPHA4,Level_02
EFNB1,EFNB2,Level_02
EFNB1,EPHA10,Level_02
EFNB1,EPHA1,Level_02
EFNB1,RGS3,Level_02
EFNB1,EPHA2,Level_02
DLD,SHMT1,Level_02
DLD,MDH2,Level_02
DLD,SUCLA2,Level_02
DLD,DHTKD1,Level_02
DLD,ATP5F1A,Level_02
DLD,F5H5P2_HUMAN,Level_02
DLD,GCDH,Level_02
DLD,PDHA2,Level_02
DLD,OGDHL,Level_02
DLD,NDUFS1,Level_02
DLD,PDK3,Level_02
DLD,AMT,Level_02
DLD,MRPS36,Level_02
DLD,SUCLG1,Level_02
DLD,AGXT,Level_02
DLD,FH,Level_02
DLD,GCSH,Level_02
DLD,SHMT2,Level_02
DLD,GLDC,Level_02
APOH,APOE,Level_02
APOH,AMBP,Level_02
APOH,APOB,Level_02
APOH,ANXA2,Level_02
APOH,APOC3,Level_02
APOH,APOC2,Level_02
APOH,LPA,Level_02
APOH,APOM,Level_02
APOH,SERPINC1,Level_02
APOH,AHSG,Level_02
APOH,APOA4,Level_02
APOH,APOA2,Level_02
APOH,LRP8,Level_02
APOH,F2,Level_02
APOH,LPL,Level_02
APOH,PLG,Level_02
APOH,APOC1,Level_02
APOH,ALB,Level_02
APOH,APOA1,Level_02
APOH,APOA5,Level_02
CEBPE,ARID5B,Level_02
XYLB,FUOM,Level_02
XYLB,RPE,Level_02
XYLB,SLC22A14,Level_02
XYLB,SORD,Level_02
XYLB,RPEL1,Level_02
ADH1A,MAOB,Level_02
ADH1A,AOX1,Level_02
ADH1A,LRAT,Level_02
ADH1A,ADH1B,Level_02
ADH1A,ADH1C,Level_02
ADH1A,CYP2E1,Level_02
ADH1A,AVP,Level_02
ADH1A,ALDH2,Level_02
ADH1A,RETSAT,Level_02
ADH1A,BCO1,Level_02
ADH1A,DGAT1,Level_02
ADH1A,MAOA,Level_02
ADH1A,ALDH1A1,Level_02
ADH1A,CYP26A1,Level_02
FMO2,CYP2C9,Level_02
FMO2,CYP2D6,Level_02
FMO2,CYP3A4,Level_02
GSTA3,CYP2E1,Level_02
GSTA3,GSR,Level_02
GSTA3,CYP2C9,Level_02
GSTA3,EPHX1,Level_02
GSTA3,CYP2A13,Level_02
GSTA3,CYP3A4,Level_02
GSTA3,CYP1A1,Level_02
GSTA3,GSTA1,Level_02
GSTA3,GSS,Level_02
GSTA3,GSTA2,Level_02
GSTA3,CYP1A2,Level_02
GSTA3,GPX4,Level_02
GSTA3,PRDX6,Level_02
GSTA3,CYP1B1,Level_02
GSTA3,CYP2A6,Level_02
GSTA3,TXNDC12,Level_02
MAPK13,PTPN5,Level_02
MAPK13,BCL10,Level_02
MAPK13,MED1,Level_02
MAPK13,ESR1,Level_02
MAPK13,MAP2K3,Level_02
MAPK13,MAPK12,Level_02
MAPK13,DLG1,Level_02
MAPK13,MAP2K2,Level_02
MAPK13,CDC25C,Level_02
MAPK13,CEBPB,Level_02
MAPK13,FOXO1,Level_02
MAPK13,FOXO4,Level_02
MAPK13,DUSP1,Level_02
MAPK13,RPS6KA5,Level_02
MAPK13,MAPKAPK2,Level_02
MAPK13,MAP2K6,Level_02
MAPK13,DDIT3,Level_02
MAPK13,ZAP70,Level_02
MAPK13,ATF2,Level_02
MAPK13,TP53,Level_02
MAPK13,JUN,Level_02
MAPK13,AKT3,Level_02
MAPK13,MAP2K7,Level_02
MAPK13,MAP2K1,Level_02
MAPK13,PTPRR,Level_02
MAPK13,PTPN7,Level_02
MAPK13,MAPKAPK3,Level_02
MAPK13,DUSP3,Level_02
MAPK13,AKT1,Level_02
MAPK13,MAPK3,Level_02
MAPK13,FOS,Level_02
MAPK13,RPS6KA4,Level_02
MAPK13,HSPB2,Level_02
MAPK13,AKT2,Level_02
MAPK13,FOXO3,Level_02
MAPK13,MAPKAPK5,Level_02
MAPK13,MAPK9,Level_02
MAPK13,MAP3K7,Level_02
MAPK13,PPARGC1A,Level_02
MAPK13,CDC25B,Level_02
MAPK13,SP1,Level_02
MAPK13,PRKG1,Level_02
MAPK13,CDKN2A,Level_02
MAPK13,MAP2K4,Level_02
MAPK13,MAP3K5,Level_02
MAPK13,CDC42,Level_02
MAPK13,MALT1,Level_02
VCL,TGFB1I1,Level_02
VCL,TJP1,Level_02
VCL,LIMS1,Level_02
VCL,CDH5,Level_02
VCL,GSN,Level_02
VCL,CTNNB1,Level_02
VCL,ACTG1,Level_02
VCL,FLNB,Level_02
VCL,ITGB1,Level_02
VCL,HCLS1,Level_02
VCL,CTNNA3,Level_02
VCL,CTTN,Level_02
VCL,ACTA1,Level_02
VCL,PIP5K1C,Level_02
VCL,CTNND1,Level_02
VCL,CTNNA2,Level_02
VCL,PARVA,Level_02
VCL,SRC,Level_02
VCL,PTK2,Level_02
VCL,RAVER1,Level_02
VCL,PFN3,Level_02
VCL,CDH17,Level_02
VCL,CDH1,Level_02
VCL,FN1,Level_02
VCL,SYNM,Level_02
VCL,FLNA,Level_02
VCL,CDH2,Level_02
VCL,WASL,Level_02
VCL,ILK,Level_02
VCL,MSN,Level_02
VCL,PTK2B,Level_02
VCL,TPM1,Level_02
VCL,PFN4,Level_02
VCL,ACTB,Level_02
VCL,PIKFYVE,Level_02
VCL,DMD,Level_02
VCL,EZR,Level_02
VCL,PFN1,Level_02
VCL,FLNC,Level_02
SIRT1,MTOR,Level_02
SIRT1,PNP,Level_02
SIRT1,GABARAPL1,Level_02
SIRT1,ARNTL,Level_02
SIRT1,RPS19BP1,Level_02
SIRT1,DNMT3B,Level_02
SIRT1,YY1,Level_02
SIRT1,CD38,Level_02
SIRT1,KAT2A,Level_02
SIRT1,CDC14A,Level_02
SIRT1,NAMPT,Level_02
SIRT1,KDM1A,Level_02
SIRT1,E2F1,Level_02
SIRT1,PPARG,Level_02
SIRT1,NCOR1,Level_02
SIRT1,BAX,Level_02
SIRT1,FOSB,Level_02
SIRT1,NMNAT1,Level_02
SIRT1,ATG5,Level_02
SIRT1,KAT2B,Level_02
SIRT1,PER2,Level_02
SIRT1,SIRT2,Level_02
SIRT1,GABARAPL2,Level_02
SIRT1,SUZ12,Level_02
SIRT1,NFKB1,Level_02
SIRT1,FOXO4,Level_02
SIRT1,HDAC1,Level_02
SIRT1,H3-3B,Level_02
SIRT1,NNT,Level_02
SIRT1,NADSYN1,Level_02
SIRT1,HIF1A,Level_02
SIRT1,NMNAT2,Level_02
SIRT1,NNMT,Level_02
SIRT1,RELA,Level_02
SIRT1,KAT5,Level_02
SIRT1,BST1,Level_02
SIRT1,XRCC6,Level_02
SIRT1,JUN,Level_02
SIRT1,H3C12,Level_02
SIRT1,EZH2,Level_02
SIRT1,EP300,Level_02
SIRT1,ATG7,Level_02
SIRT1,DNMT1,Level_02
SIRT1,USP22,Level_02
SIRT1,RRP8,Level_02
PSMD8,PSMB8,Level_02
PSMD8,PSMB9,Level_02
PSMD8,SEM1,Level_02
PSMD8,UBC,Level_02
PSMD8,NOB1,Level_02
PSMD8,KIAA2012,Level_02
PSMD8,DESI1,Level_02
PSMD8,PSMA8,Level_02
PSMD8,PSMB1,Level_02
PSMD8,PSMA6,Level_02
PSMD8,RPS27A,Level_02
PSMD8,NINJ1,Level_02
PSMD8,PSMA5,Level_02
PSMD8,KATNAL2,Level_02
PSMD8,PSMD10,Level_02
PSMD8,PSMB5,Level_02
PSMD8,PSMB7,Level_02
PSMD8,UBQLN4,Level_02
PSMD8,ECPAS,Level_02
PSMD8,UBA52,Level_02
PSMD8,PSMD9,Level_02
PSMD8,PSMB10,Level_02
PSMD8,UBB,Level_02
PSMD8,USP14,Level_02
PSMD8,PSMA7,Level_02
STX1B,VAMP3,Level_02
STX1B,NAPB,Level_02
STX1B,STXBP5,Level_02
STX1B,VAMP2,Level_02
STX1B,NAPA,Level_02
STX1B,VAMP4,Level_02
STX1B,SNAP23,Level_02
STX1B,STX6,Level_02
STX1B,VAMP7,Level_02
STX1B,VAMP8,Level_02
STX1B,VAMP1,Level_02
STX1B,SNAP25,Level_02
EFNA2,EPHA10,Level_02
EFNA2,ADAM10,Level_02
EFNA2,EPHA7,Level_02
EFNA2,EPHA8,Level_02
EFNA2,RASA1,Level_02
EFNA2,EPHA5,Level_02
EFNA2,EPHA3,Level_02
EFNA2,FYN,Level_02
ATP5F1D,ATP6V0B,Level_02
ATP5F1D,UQCRFS1,Level_02
ATP5F1D,C17orf80,Level_02
ATP5F1D,COX5B,Level_02
ATP5F1D,NDUFB9,Level_02
ATP5F1D,NDUFV1,Level_02
ATP5F1D,ATP6V0C,Level_02
ATP5F1D,NDUFS3,Level_02
ATP5F1D,COX4I1,Level_02
ATP5F1D,CYC1,Level_02
ATP5F1D,NDUFB7,Level_02
ATP5F1D,H7C0C1_HUMAN,Level_02
ATP5F1D,KDM6B,Level_02
ATP5F1D,NDUFS7,Level_02
ATP5F1D,NDUFS8,Level_02
ATP5F1D,CDCA8,Level_02
ATP5F1D,ATP5MPL,Level_02
ATP5F1D,UQCR11,Level_02
ATP5F1D,ATP6V1D,Level_02
ATP5F1D,ATP5MC2,Level_02
ATP5F1D,NDUFB10,Level_02
ATP5F1D,MT-ATP8,Level_02
ATP5F1D,NDUFA13,Level_02
ATP5F1D,ATP6V1F,Level_02
ATP5F1D,UQCRQ,Level_02
ATP5F1D,COX5A,Level_02
ATP5F1D,MRPL12,Level_02
ATP5F1D,NDUFAB1,Level_02
ATP5F1D,NDUFV2,Level_02
ATP5F1D,MRPL17,Level_02
ATP5F1D,ATP6V1A,Level_02
ATP5F1D,TUFM,Level_02
ATP5F1D,SDHB,Level_02
ATP5F1D,NDUFB11,Level_02
ATP5F1D,NDUFS6,Level_02
ATP5F1D,NDUFB8,Level_02
ATP5F1D,ATP5MD,Level_02
ATP5F1D,UQCRB,Level_02
ATP5F1D,UQCRC1,Level_02
ATP5F1D,ATP5MGL,Level_02
FGF22,DCN,Level_02
FGF22,FLT4,Level_02
FGF22,EGFR,Level_02
FGF22,FGFR3,Level_02
FGF22,EGF,Level_02
FGF22,KDR,Level_02
FGF22,FGFBP1,Level_02
FGF22,HSPG2,Level_02
FGF22,KL,Level_02
FGF22,FGFR4,Level_02
NDUFB7,NDUFAF3,Level_02
NDUFB7,CYC1,Level_02
NDUFB7,UQCRC2,Level_02
NDUFB7,COX4I1,Level_02
NDUFB7,COX5B,Level_02
NDUFB7,MT-ND4L,Level_02
NDUFB7,UQCRFS1,Level_02
NDUFB7,UQCRH,Level_02
NDUFB7,UQCR10,Level_02
NDUFB7,UQCR11,Level_02
NDUFB7,COX6B1,Level_02
NDUFB7,ENSP00000497305,Level_02
NDUFB7,COX7C,Level_02
NDUFB7,NDUFB1,Level_02
NDUFB7,NDUFC1,Level_02
NDUFB7,NDUFAF1,Level_02
NDUFB7,COX5A,Level_02
NDUFB7,MT-CYB,Level_02
NDUFB7,ATP5ME,Level_02
NDUFB7,COX7B,Level_02
NDUFB7,MT-ND6,Level_02
NDUFB7,NDUFAF2,Level_02
NDUFB7,UQCRHL,Level_02
NDUFB7,NDUFA4,Level_02
NDUFB7,UQCRC1,Level_02
NDUFB7,PALB2,Level_02
NDUFB7,UQCRB,Level_02
NDUFB7,NDUFC2-KCTD14,Level_02
NDUFB7,COX6A2,Level_02
NDUFB7,ATP5F1D,Level_02
TIMM13,TIMM10B,Level_02
TIMM13,SLC25A13,Level_02
TIMM13,SLC25A12,Level_02
TIMM13,TIMM23,Level_02
TIMM13,TOMM40,Level_02
TIMM13,CHCHD4,Level_02
TIMM13,TIMM9,Level_02
GADD45B,MAP2K7,Level_02
GADD45B,CDK1,Level_02
GADD45B,GADD45G,Level_02
GADD45B,CCNB2,Level_02
GADD45B,GADD45A,Level_02
GADD45B,CCNB1,Level_02
GADD45B,TP53,Level_02
MAPK12,SP1,Level_02
MAPK12,PRKG1,Level_02
MAPK12,CDKN2A,Level_02
MAPK12,CDC25B,Level_02
MAPK12,PPARGC1A,Level_02
MAPK12,CDC42,Level_02
MAPK12,MALT1,Level_02
MAPK12,MAP3K5,Level_02
MAPK12,CARM1,Level_02
MAPK12,MAP2K4,Level_02
MAPK12,MAPK1,Level_02
MAPK12,MAPK13,Level_02
MAPK12,DUSP3,Level_02
MAPK12,AKT1,Level_02
MAPK12,MAPKAPK3,Level_02
MAPK12,MAP2K1,Level_02
MAPK12,PTPRR,Level_02
